epoch,accuracy,loss,val_accuracy,val_loss
0,0.8335000276565552,0.5837199687957764,0.9023000001907349,0.3382740914821625
1,0.90788334608078,0.3196229636669159,0.9154999852180481,0.2969524562358856
2,0.9161333441734314,0.29322171211242676,0.9211999773979187,0.2824544310569763
3,0.9210833311080933,0.2765558362007141,0.9218000173568726,0.27681976556777954
